period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_on_Banking_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Public_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents,Claims_on_Non_Bank_Financial_Sector_Ultimate_Risk_Claims_2_Cross_Border_Claims,Claims_on_Local_Residents,Fair_Value_of_Derivatives_3,Total_Claims,Immediate_Counterparty_Basis_Claims_Cross_Border_Claims,Claims_on_Local_Residents
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,8,BELGIUM,484.0,45.0,0.0,529.0,460.0,0.0,470.0,0.0,0.0,470.0,344.0,0.0,145.0,0.0,0.0,145.0,428.0,0.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,9,CANADA,16072.0,4100.0,1063.0,21235.0,13196.0,2145.0,4140.0,645.0,254.0,5039.0,1294.0,77.0,5508.0,581.0,368.0,6457.0,5759.0,10.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,10,FRANCE,4474.0,45.0,168.0,4687.0,2733.0,30.0,1120.0,112.0,0.0,1232.0,729.0,0.0,757.0,5.0,1.0,763.0,531.0,0.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,11,GERMANY,37518.0,27.0,10.0,37555.0,2871.0,0.0,2079.0,5.0,4.0,2088.0,1891.0,0.0,709.0,3.0,1.0,713.0,387.0,0.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,12,ITALY,240.0,120.0,0.0,360.0,144.0,15.0,17.0,44.0,0.0,61.0,17.0,0.0,53.0,1.0,0.0,54.0,29.0,0.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,13,JAPAN,13616.0,631.0,35.0,14282.0,6289.0,2.0,7956.0,4.0,6.0,7966.0,7956.0,0.0,11063.0,172.0,17.0,11252.0,10982.0,0.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,14,LUXEMBOURG,237.0,654.0,0.0,891.0,244.0,12.0,2.0,6610.0,0.0,6612.0,1.0,0.0,1336.0,0.0,30.0,1366.0,7923.0,0.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,15,NETHERLANDS,865.0,57.0,4.0,926.0,542.0,9.0,431.0,2.0,0.0,433.0,393.0,0.0,439.0,0.0,8.0,447.0,376.0,0.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,16,SWEDEN,3087.0,19.0,1.0,3107.0,1781.0,0.0,815.0,0.0,0.0,815.0,919.0,0.0,61.0,0.0,1.0,62.0,61.0,0.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,17,SWITZERLAND,24902.0,121.0,56.0,25079.0,1154.0,0.0,620.0,0.0,3.0,623.0,617.0,0.0,904.0,0.0,15.0,919.0,715.0,0.0
2018Q1,2018,Q1,Table 4.1,4.1,All Others,G-10 and Luxembourg,country_data,18,UNITED KINGDOM,44188.0,4550.0,605.0,49343.0,70453.0,3477.0,2252.0,14493.0,0.0,16745.0,666.0,7.0,16608.0,3718.0,667.0,20993.0,16980.0,3095.0
