period,year,quarter,table,table_num,bank_group,region,row_type,original_row_idx,country_region,Claims_Ultimate_Risk_Basis_2_Cross_border_Claims_Excluding_Claims,Claims_on_Local_Residents_Total,In_Non_Local_Currency,In_Local_Currency,Claims_Resulting_From_the,Country_Risk_Claims_4,Off_Balance_Sheet_Items_Cross_Border_and_Local_Commitments_Unused_Commitments,Guarantees_Excluding_Credit_Derivatives,Credit_Derivatives_By_Reference_Gross_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Gross_Net_5_Total_Credit_Derivatives_Sold,Total_Credit_Derivatives_Purchased,Trade_Finance
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,region_header,9,G-10 and Luxembourg,,,,,,,,,,,,,
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,10,BELGIUM,2013.0,9559.0,618.0,8941.0,4.0,11576.0,548.0,1.0,5.0,1.0,5.0,1.0,29.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,11,CANADA,62323.0,20440.0,3055.0,17385.0,876.0,83639.0,25776.0,5112.0,138.0,144.0,81.0,82.0,70.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,12,FRANCE,21693.0,1526.0,1.0,1525.0,1420.0,24639.0,5598.0,731.0,61.0,121.0,11.0,70.0,220.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,13,GERMANY,51027.0,19018.0,209.0,18809.0,576.0,70621.0,7066.0,177.0,14.0,10.0,14.0,10.0,106.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,14,ITALY,1274.0,1853.0,0.0,1853.0,3.0,3130.0,1212.0,166.0,0.0,3.0,0.0,3.0,3.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,15,JAPAN,27530.0,17571.0,2512.0,15059.0,418.0,45519.0,538.0,125.0,23.0,2132.0,23.0,2132.0,32.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,16,LUXEMBOURG,7082.0,7006.0,87.0,6919.0,312.0,14400.0,4622.0,170.0,1.0,3.0,1.0,2.0,12.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,17,NETHERLANDS,5403.0,595.0,32.0,563.0,42.0,6040.0,2591.0,102.0,14.0,14.0,8.0,8.0,52.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,18,SWEDEN,3119.0,116.0,0.0,116.0,0.0,3235.0,1576.0,109.0,0.0,1.0,0.0,1.0,12.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,19,SWITZERLAND,25697.0,297.0,0.0,297.0,330.0,26324.0,1111.0,222.0,3.0,602.0,3.0,602.0,54.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,country_data,20,UNITED KINGDOM,71236.0,55532.0,13097.0,42435.0,2899.0,129667.0,52472.0,3720.0,274.0,1139.0,74.0,909.0,461.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,subtotal,21,Total,278397.0,133513.0,19611.0,113902.0,6880.0,418790.0,103110.0,10635.0,533.0,4170.0,220.0,3820.0,1051.0
2023Q4,2023,Q4,Table 1,1,All Others,G-10 and Luxembourg,empty,22,,,,,,,,,,,,,,
2023Q4,2023,Q4,Table 1,1,All Others,Non G-10 Developed Countries,region_header,23,Non G-10 Developed Countries,,,,,,,,,,,,,
2023Q4,2023,Q4,Table 1,1,All Others,Non G-10 Developed Countries,country_data,24,AUSTRALIA,7849.0,8834.0,40.0,8794.0,823.0,17506.0,5520.0,261.0,7.0,0.0,7.0,0.0,150.0
2023Q4,2023,Q4,Table 1,1,All Others,Non G-10 Developed Countries,country_data,25,AUSTRIA,1636.0,95.0,0.0,95.0,2.0,1733.0,6.0,54.0,0.0,0.0,0.0,0.0,1.0
2023Q4,2023,Q4,Table 1,1,All Others,Non G-10 Developed Countries,country_data,26,CYPRUS,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2023Q4,2023,Q4,Table 1,1,All Others,Non G-10 Developed Countries,country_data,27,DENMARK,801.0,10.0,0.0,10.0,22.0,833.0,16.0,4.0,0.0,1.0,0.0,1.0,0.0
2023Q4,2023,Q4,Table 1,1,All Others,Non G-10 Developed Countries,country_data,28,FINLAND,1291.0,78.0,0.0,78.0,0.0,1369.0,53.0,7.0,0.0,1.0,0.0,1.0,0.0
2023Q4,2023,Q4,Table 1,1,All Others,Non G-10 Developed Countries,country_data,29,GREECE,78.0,0.0,0.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2023Q4,2023,Q4,Table 1,1,All Others,Non G-10 Developed Countries,country_data,30,IRELAND,12439.0,5309.0,551.0,4758.0,463.0,18211.0,4028.0,69.0,9.0,8.0,4.0,2.0,55.0
